,AGE,GENDER,IS_COBRAND,TIER,YEARS_IN_PROGRAM,IS_AIRACCRUAL,IS_HOTELREDEMPTION,IS_INACTIVE
75282,32,unknown,1,platinum,5,1,0,1
75283,71,female,0,gold,2,0,1,0
75284,20,female,1,platinum,8,0,1,1
75285,21,unknown,1,base,5,0,1,0
75286,57,unknown,0,base,5,1,0,1
75287,18,female,1,platinum,9,0,1,0
75288,63,male,1,gold,1,1,1,0
75289,18,unknown,1,silver,11,0,1,1
75290,33,male,0,silver,10,0,0,1
75291,52,male,0,platinum,8,0,1,1
75292,18,male,1,base,2,0,1,1
75293,49,unknown,0,gold,10,0,0,0
75294,56,unknown,1,silver,5,0,1,0
75295,69,unknown,0,gold,10,1,1,1
75296,67,unknown,0,silver,8,0,0,1
75297,33,male,1,platinum,9,1,1,1
75298,48,unknown,1,base,1,0,0,0
75299,57,male,0,platinum,3,1,0,0
75300,71,unknown,0,silver,5,0,0,0
75301,71,unknown,1,silver,8,0,1,1
75302,26,male,0,base,2,1,1,1
75303,74,female,0,platinum,2,1,0,1
75304,30,unknown,1,silver,3,1,0,0
75305,72,male,0,silver,8,0,0,0
75306,70,male,0,platinum,4,1,0,1
75307,23,female,0,gold,3,1,0,1
75308,74,male,0,base,3,0,1,1
75309,20,male,0,base,1,0,0,1
75310,19,female,1,gold,9,1,0,0
75311,64,female,0,gold,1,0,1,0
75312,15,female,1,base,11,0,1,1
75313,54,unknown,0,gold,10,0,0,0
75314,45,male,0,base,6,0,0,0
75315,39,unknown,1,base,10,0,0,1
75316,19,male,1,silver,11,1,1,1
75317,12,female,0,platinum,11,0,0,1
75318,14,unknown,1,gold,4,1,0,1
75319,24,female,1,platinum,11,0,0,0
75320,43,unknown,0,base,8,0,1,1
75321,31,male,0,silver,6,1,1,1
75322,72,unknown,1,gold,6,0,1,0
75323,14,female,0,platinum,11,1,0,1
75324,33,unknown,0,gold,10,1,1,1
75325,30,unknown,0,base,3,1,0,0
75326,31,unknown,0,gold,7,1,1,1
75327,71,unknown,1,silver,8,0,1,1
75328,38,female,1,gold,9,0,1,1
75329,40,male,0,gold,2,1,0,1
75330,70,male,0,platinum,9,0,0,0
75331,51,unknown,0,gold,11,0,1,0
75332,28,male,0,gold,1,0,0,0
75333,67,unknown,0,silver,6,0,0,0
75334,55,male,0,gold,5,1,0,1
75335,56,female,0,base,3,1,1,1
75336,23,male,0,gold,9,0,0,1
75337,66,male,0,silver,5,1,0,0
75338,25,male,0,platinum,11,1,1,1
75339,47,unknown,1,platinum,6,1,1,0
75340,45,unknown,1,silver,8,1,1,1
75341,27,unknown,0,platinum,5,1,1,1
75342,18,unknown,1,silver,7,1,1,1
75343,64,unknown,0,gold,4,0,1,0
75344,23,male,1,platinum,3,1,1,1
75345,52,male,0,base,1,0,1,1
75346,69,male,1,gold,2,0,1,1
75347,49,female,1,base,6,0,1,0
75348,34,female,1,platinum,10,0,0,1
75349,34,male,1,silver,4,1,0,1
75350,66,female,0,platinum,2,1,0,0
75351,44,female,0,base,2,1,1,1
75352,50,unknown,1,silver,4,0,1,1
75353,22,male,0,silver,2,1,1,0
75354,23,female,1,silver,10,0,0,1
75355,45,unknown,1,platinum,7,1,0,0
75356,34,male,0,base,10,1,1,0
75357,55,male,0,silver,3,0,1,0
75358,29,unknown,1,platinum,4,1,0,1
75359,15,female,0,silver,5,1,1,1
75360,54,male,0,base,9,0,0,1
75361,72,unknown,1,base,10,1,0,1
75362,43,unknown,1,gold,7,0,1,1
75363,50,female,0,gold,11,0,0,1
75364,14,male,0,base,4,1,0,1
75365,71,female,0,silver,7,0,0,1
75366,30,female,1,gold,5,0,0,0
75367,50,unknown,1,platinum,4,0,0,0
75368,17,male,0,gold,4,0,1,0
75369,27,male,0,platinum,11,1,1,0
75370,51,unknown,1,gold,7,1,1,0
75371,65,unknown,0,gold,2,1,0,1
75372,66,male,0,silver,8,1,0,0
75373,58,unknown,1,gold,9,1,0,1
75374,18,unknown,0,gold,8,0,1,0
75375,36,male,0,base,8,1,0,0
75376,57,female,1,base,3,1,0,1
75377,36,male,0,base,5,0,1,0
75378,43,male,0,silver,9,0,1,1
75379,55,unknown,0,gold,10,1,1,1
75380,74,female,0,silver,10,1,0,1
75381,44,female,1,base,9,0,1,1
75382,42,unknown,1,silver,9,1,0,0
75383,25,female,0,gold,2,1,0,0
75384,30,male,0,silver,11,0,0,1
75385,70,male,0,base,1,1,0,0
75386,33,unknown,0,gold,4,0,1,1
75387,43,unknown,1,platinum,6,0,0,1
75388,46,male,0,platinum,9,0,0,1
75389,31,unknown,0,platinum,8,0,1,0
75390,48,male,1,silver,6,1,0,0
75391,59,unknown,0,base,8,0,0,0
75392,49,male,0,silver,9,1,1,1
75393,37,female,1,platinum,11,1,0,1
75394,42,female,0,silver,11,0,0,0
75395,71,male,1,base,2,1,1,0
75396,46,female,0,base,10,0,1,1
75397,22,male,0,silver,5,1,0,0
75398,28,male,0,platinum,1,1,1,1
75399,30,unknown,0,gold,2,1,1,1
75400,15,female,1,silver,6,0,1,0
75401,45,female,1,gold,11,1,0,1
75402,27,unknown,1,platinum,10,1,1,0
75403,14,male,1,platinum,10,0,0,1
75404,55,unknown,1,platinum,6,0,0,0
75405,37,unknown,0,platinum,6,1,0,1
75406,38,male,0,base,3,1,0,1
75407,19,female,0,silver,3,0,1,0
75408,18,male,0,base,3,1,0,1
75409,71,female,0,silver,10,0,0,0
75410,12,unknown,0,platinum,6,0,0,0
75411,26,female,0,platinum,2,1,1,1
75412,51,female,1,base,10,0,1,0
75413,19,female,0,silver,8,0,1,1
75414,62,unknown,0,base,6,1,1,0
75415,56,unknown,1,base,4,1,1,0
75416,24,male,0,gold,6,1,0,1
75417,74,unknown,1,silver,3,1,0,0
75418,51,male,1,platinum,5,0,1,1
75419,48,male,1,base,1,1,1,1
75420,40,male,0,silver,4,0,0,0
75421,39,unknown,1,gold,5,0,1,0
75422,17,unknown,1,base,11,1,0,1
75423,58,unknown,1,platinum,4,1,1,0
75424,23,unknown,0,silver,6,0,1,1
75425,30,male,1,gold,1,0,1,0
75426,31,unknown,0,base,4,0,0,1
75427,30,female,1,gold,7,1,1,0
75428,34,male,0,base,10,1,1,0
75429,15,unknown,1,gold,5,1,1,1
75430,38,female,0,silver,1,0,1,1
75431,29,male,1,gold,10,1,0,1
75432,43,unknown,1,platinum,9,1,0,1
75433,42,female,1,gold,10,0,0,0
75434,73,female,1,platinum,10,1,1,0
75435,14,female,1,gold,3,0,1,0
75436,32,male,0,silver,2,1,0,1
75437,39,male,1,platinum,3,0,0,0
75438,43,female,0,platinum,11,1,0,0
75439,69,unknown,0,silver,9,0,1,0
75440,68,female,1,silver,1,1,1,0
75441,69,male,0,base,4,1,0,1
75442,61,unknown,0,base,8,0,1,0
75443,28,female,0,platinum,4,1,1,1
75444,53,male,0,platinum,7,1,1,1
75445,18,male,0,gold,6,1,0,0
75446,52,female,0,base,7,0,1,1
75447,29,female,1,gold,3,0,1,1
75448,51,unknown,1,base,1,1,0,0
75449,30,unknown,1,gold,11,1,1,1
75450,18,unknown,1,silver,11,1,1,1
75451,42,female,1,platinum,2,0,0,1
75452,28,female,1,silver,11,1,0,1
75453,18,female,0,base,3,0,0,0
75454,20,male,0,silver,10,0,1,1
75455,68,female,1,gold,8,1,0,0
75456,33,male,1,platinum,2,1,1,1
75457,16,unknown,0,base,7,0,1,0
75458,72,unknown,0,gold,8,1,0,1
75459,70,male,1,platinum,1,0,0,0
75460,30,female,0,platinum,6,0,0,0
75461,64,unknown,1,gold,2,1,0,1
75462,67,female,0,gold,3,0,1,1
75463,42,female,0,silver,2,1,0,1
75464,70,female,1,platinum,5,1,1,1
75465,45,male,0,platinum,7,0,1,0
75466,30,unknown,0,platinum,7,1,0,0
75467,21,female,1,platinum,1,0,0,0
75468,57,unknown,1,gold,2,0,0,0
75469,34,male,1,platinum,3,0,1,0
75470,30,male,0,platinum,5,0,0,0
75471,61,unknown,1,platinum,6,1,0,0
75472,30,male,0,base,9,1,1,0
75473,23,unknown,0,platinum,8,0,1,1
75474,66,male,1,base,5,0,1,1
75475,28,female,1,gold,1,0,0,1
75476,36,male,1,silver,3,0,1,0
75477,26,unknown,0,gold,9,0,1,1
75478,39,male,0,platinum,6,0,0,1
75479,67,male,0,silver,7,1,0,0
75480,69,male,0,silver,6,0,0,0
75481,12,unknown,1,silver,4,1,1,0
75482,41,female,0,platinum,5,0,0,1
75483,45,male,1,gold,1,0,0,0
75484,53,male,0,platinum,11,1,1,1
75485,30,unknown,1,base,11,0,1,1
75486,73,male,1,gold,11,1,1,0
75487,65,female,0,silver,2,0,0,1
75488,35,male,0,base,7,1,0,0
75489,45,male,1,base,9,0,1,1
75490,35,female,0,silver,10,0,0,1
75491,12,unknown,1,base,1,1,0,0
75492,31,male,0,gold,5,0,0,1
75493,39,female,1,silver,7,0,0,0
75494,64,unknown,0,silver,1,1,0,1
75495,13,female,0,gold,5,0,1,0
75496,13,unknown,1,silver,4,1,0,0
75497,72,female,0,platinum,9,0,0,1
75498,13,unknown,1,gold,9,1,1,0
75499,50,unknown,1,platinum,9,1,0,1
75500,16,male,0,silver,3,1,0,0
75501,64,female,1,gold,2,0,1,1
75502,24,female,0,platinum,2,1,0,1
75503,57,female,0,silver,10,1,0,1
75504,32,female,0,silver,4,0,0,1
75505,66,unknown,0,gold,6,1,1,1
75506,41,male,0,platinum,9,1,1,1
75507,74,male,1,base,3,0,1,1
75508,31,male,0,base,8,0,0,0
75509,20,female,1,base,8,0,1,1
75510,25,female,0,gold,6,1,1,0
75511,37,unknown,0,base,5,1,0,1
75512,58,unknown,1,gold,11,0,1,1
75513,44,unknown,0,gold,8,1,1,0
75514,32,male,0,base,1,0,0,1
75515,17,unknown,0,silver,8,0,1,1
75516,24,male,1,platinum,4,1,0,1
75517,60,male,1,silver,2,0,0,0
75518,33,unknown,1,silver,4,1,0,0
75519,29,male,1,gold,2,1,1,1
75520,19,female,1,base,8,1,0,1
75521,24,female,0,silver,7,0,1,1
75522,64,male,0,platinum,1,0,0,0
75523,60,unknown,1,platinum,7,0,1,1
75524,21,male,0,platinum,3,0,1,0
75525,59,unknown,1,silver,10,0,0,0
75526,71,female,0,platinum,4,1,1,1
75527,23,female,1,gold,8,1,1,0
75528,19,male,0,silver,11,1,0,1
75529,62,female,1,platinum,1,0,0,1
75530,56,male,1,silver,1,0,1,0
75531,42,male,0,platinum,3,1,0,0
75532,53,male,1,gold,11,1,0,0
75533,57,male,1,platinum,9,0,0,0
75534,25,female,0,base,9,1,0,1
75535,67,female,0,base,4,0,1,1
75536,42,unknown,1,silver,4,0,1,1
75537,73,female,0,base,4,1,1,1
75538,50,female,1,platinum,7,1,1,0
75539,57,unknown,1,platinum,3,0,0,0
75540,37,male,1,platinum,3,0,1,1
75541,33,unknown,1,platinum,6,0,1,0
75542,38,female,0,platinum,2,1,1,0
75543,59,unknown,1,platinum,5,0,1,1
75544,60,unknown,1,platinum,2,1,0,1
75545,74,female,0,platinum,5,0,0,0
75546,39,male,1,gold,1,1,0,0
75547,35,unknown,0,gold,5,0,0,1
75548,45,female,0,base,7,1,0,0
75549,44,unknown,0,silver,1,1,1,0
75550,23,male,0,silver,10,0,1,1
75551,50,unknown,1,gold,7,1,0,1
75552,56,male,0,silver,1,0,0,1
75553,20,male,1,platinum,3,1,0,0
75554,68,male,1,gold,10,0,0,1
75555,49,unknown,0,silver,1,1,0,0
75556,46,unknown,1,silver,1,0,1,1
75557,54,male,1,gold,11,0,0,1
75558,50,unknown,1,gold,3,0,1,0
75559,40,female,1,gold,3,0,0,0
75560,35,male,0,gold,3,1,0,1
75561,19,unknown,0,platinum,6,0,1,1
75562,23,male,1,platinum,5,1,1,0
75563,47,unknown,1,gold,4,0,0,0
75564,25,unknown,0,platinum,9,1,1,1
75565,64,male,1,silver,7,0,0,1
75566,30,unknown,1,gold,8,0,1,0
75567,39,female,1,gold,1,0,0,0
75568,18,female,1,base,11,0,1,0
75569,29,male,1,silver,8,1,0,1
75570,62,male,1,base,10,1,0,1
75571,59,female,0,gold,2,0,0,1
75572,70,male,1,gold,5,0,1,0
75573,47,male,0,gold,4,0,1,1
75574,48,unknown,1,gold,7,0,0,1
75575,44,female,0,silver,10,1,1,1
75576,60,female,0,base,9,0,1,1
75577,66,unknown,1,platinum,3,0,0,1
75578,51,male,1,silver,5,0,1,1
75579,27,female,0,base,8,0,1,1
75580,28,female,1,base,11,1,1,1
75581,62,male,0,gold,11,0,0,1
75582,36,male,1,base,8,1,0,0
75583,26,male,1,base,2,0,1,1
75584,30,male,1,gold,3,0,1,1
75585,21,female,1,platinum,10,1,1,0
75586,32,unknown,1,base,1,1,1,0
75587,37,male,1,gold,5,1,0,1
75588,68,female,1,gold,11,0,0,0
75589,52,female,1,base,1,1,0,1
75590,28,female,1,base,9,1,0,0
75591,58,unknown,1,silver,3,0,1,0
75592,35,female,0,base,5,1,1,1
75593,44,female,0,platinum,2,0,1,1
75594,58,male,0,gold,11,0,1,0
75595,50,unknown,0,gold,10,1,1,0
75596,13,unknown,1,base,11,1,1,0
75597,65,unknown,1,base,2,1,1,1
75598,17,unknown,1,platinum,7,0,0,0
75599,32,female,1,platinum,9,0,1,1
75600,65,unknown,0,silver,3,0,0,1
75601,50,female,0,silver,2,0,1,1
75602,33,male,0,platinum,10,0,0,0
75603,31,male,0,base,2,1,1,1
75604,51,female,0,gold,11,1,0,1
75605,72,male,1,platinum,11,1,1,1
75606,48,unknown,1,gold,2,1,1,1
75607,47,male,0,base,11,1,0,0
75608,56,female,1,silver,7,1,1,0
75609,47,unknown,1,platinum,9,0,0,1
75610,15,unknown,1,silver,9,1,0,0
75611,27,unknown,0,platinum,10,1,1,0
75612,29,unknown,1,platinum,10,1,1,1
75613,23,unknown,0,silver,11,0,1,0
75614,39,male,1,silver,2,0,0,0
75615,17,female,0,gold,7,1,0,1
75616,36,female,1,gold,6,1,1,0
75617,51,male,1,gold,7,0,1,0
75618,43,male,0,platinum,1,0,0,1
75619,26,male,0,gold,7,0,1,0
75620,22,male,1,base,9,0,0,0
75621,73,female,0,silver,11,1,0,1
75622,61,unknown,1,base,5,0,0,0
75623,69,unknown,0,silver,2,1,0,1
75624,13,unknown,1,gold,1,1,1,1
75625,74,female,0,base,4,0,1,1
75626,26,unknown,0,platinum,7,0,1,0
75627,69,unknown,0,gold,11,1,1,0
75628,62,female,0,platinum,11,1,0,0
75629,26,female,0,platinum,2,1,1,0
75630,56,unknown,1,silver,7,0,1,1
75631,52,male,1,platinum,2,1,1,0
75632,60,male,1,silver,6,1,1,1
75633,55,male,0,base,3,0,0,0
75634,33,male,1,base,6,1,0,0
75635,20,unknown,0,platinum,6,1,0,0
75636,33,unknown,0,base,1,1,1,1
75637,27,unknown,0,silver,4,1,0,1
75638,32,male,0,platinum,3,1,0,1
75639,13,unknown,0,silver,7,1,0,0
75640,12,female,1,base,8,1,0,1
75641,55,female,0,silver,4,1,0,1
75642,39,male,0,silver,7,0,1,1
75643,12,female,0,silver,4,0,0,1
75644,73,female,0,platinum,11,1,0,1
75645,45,female,0,gold,11,0,0,0
75646,43,female,0,silver,11,0,0,0
75647,60,male,0,platinum,1,0,0,0
75648,33,unknown,0,platinum,3,1,0,1
75649,53,unknown,1,platinum,1,1,1,1
75650,29,unknown,1,silver,4,1,0,0
75651,23,unknown,1,gold,4,1,1,0
75652,47,unknown,1,gold,2,1,0,1
75653,35,female,0,base,4,1,0,0
75654,71,female,0,silver,3,1,1,1
75655,17,male,1,gold,7,1,1,0
75656,70,unknown,0,gold,11,1,0,1
75657,31,unknown,1,base,10,0,1,0
75658,32,unknown,1,gold,10,1,0,1
75659,39,unknown,1,platinum,9,1,0,1
75660,53,female,0,platinum,3,1,0,0
75661,17,female,0,gold,3,0,1,0
75662,32,male,0,silver,4,1,1,0
75663,26,female,0,silver,4,0,1,0
75664,18,unknown,1,platinum,7,0,1,0
75665,23,male,0,base,1,1,0,0
75666,27,female,1,base,2,0,0,0
75667,68,male,1,silver,2,0,1,1
75668,12,female,0,silver,3,0,0,1
75669,61,unknown,0,gold,1,0,0,0
75670,15,unknown,1,platinum,4,1,1,1
75671,41,unknown,1,silver,6,1,1,1
75672,34,male,1,platinum,1,1,1,1
75673,58,female,0,base,11,1,0,1
75674,45,male,1,gold,5,1,1,0
75675,46,male,1,platinum,5,0,1,0
75676,46,unknown,0,base,3,0,0,1
75677,28,male,0,base,6,0,1,1
75678,72,unknown,0,base,10,0,0,1
75679,44,female,1,silver,3,0,1,1
75680,73,unknown,0,gold,3,1,1,1
75681,54,unknown,0,platinum,8,1,1,0
75682,39,unknown,1,base,2,0,1,0
75683,49,male,1,base,11,0,0,1
75684,53,unknown,0,base,4,0,1,1
75685,67,male,1,platinum,7,0,0,0
75686,28,unknown,1,base,7,1,1,0
75687,28,male,1,silver,8,0,1,0
75688,31,female,1,gold,3,0,0,1
75689,34,male,1,base,11,1,1,1
75690,63,male,0,platinum,6,0,1,1
75691,55,unknown,0,silver,4,1,0,0
75692,46,female,1,silver,11,1,0,1
75693,48,male,0,silver,11,1,0,0
75694,39,unknown,1,gold,5,1,1,0
75695,34,female,1,gold,7,1,0,1
75696,59,female,0,platinum,3,1,1,0
75697,22,unknown,1,base,11,1,1,0
75698,42,male,1,gold,5,1,0,1
75699,42,male,1,platinum,8,1,0,1
75700,67,unknown,0,base,5,1,1,0
75701,21,male,1,silver,6,0,1,0
75702,52,female,1,gold,6,0,0,0
75703,33,male,0,base,8,0,1,0
75704,19,male,0,gold,9,1,0,0
75705,55,female,1,base,3,0,1,1
75706,66,male,1,silver,2,0,0,0
75707,57,male,1,base,9,0,1,1
75708,60,unknown,1,platinum,4,1,1,1
75709,74,female,1,silver,1,1,1,1
75710,55,female,1,platinum,7,0,1,0
75711,45,unknown,1,silver,3,1,1,1
75712,48,female,1,platinum,5,1,1,1
75713,22,female,1,platinum,10,0,1,1
75714,52,unknown,0,base,8,1,1,1
75715,25,unknown,1,base,1,1,0,0
75716,39,female,0,platinum,6,1,1,1
75717,31,female,1,silver,10,0,1,0
75718,18,male,1,gold,7,0,1,1
75719,18,unknown,1,base,8,0,0,1
75720,34,male,0,base,9,1,1,0
75721,68,unknown,1,base,1,1,0,1
75722,30,unknown,0,gold,10,0,0,1
75723,51,female,0,platinum,11,1,1,0
75724,18,unknown,0,gold,7,0,0,1
75725,23,male,1,silver,1,0,0,1
75726,26,male,1,silver,10,1,0,1
75727,26,male,1,silver,3,1,1,1
75728,56,unknown,1,silver,1,1,0,0
75729,46,female,1,silver,4,0,0,0
75730,59,female,1,platinum,9,1,1,0
75731,24,unknown,1,gold,7,1,1,1
75732,51,female,0,gold,10,0,1,1
75733,62,female,0,platinum,10,1,1,1
75734,40,female,1,platinum,8,0,1,1
75735,16,unknown,0,silver,1,0,0,1
75736,25,unknown,0,gold,6,1,0,0
75737,27,male,0,gold,11,1,1,0
75738,12,unknown,0,silver,1,1,1,0
75739,45,female,1,base,3,0,0,0
75740,62,unknown,0,platinum,6,0,0,1
75741,51,female,0,platinum,10,1,0,1
75742,49,male,1,base,9,1,0,0
75743,55,female,1,platinum,9,1,0,0
75744,58,male,0,gold,1,1,1,1
75745,56,female,0,silver,3,1,0,1
75746,74,unknown,0,silver,11,0,1,1
75747,40,unknown,0,silver,8,1,0,0
75748,33,female,1,gold,9,1,0,1
75749,28,female,0,base,5,1,0,1
75750,57,female,1,base,9,0,1,0
75751,69,female,1,platinum,6,0,0,0
75752,74,unknown,1,silver,3,0,0,1
75753,34,female,0,platinum,4,0,1,0
75754,71,unknown,1,base,9,1,1,0
75755,13,female,0,gold,6,0,1,0
75756,47,male,1,base,2,0,1,1
75757,41,male,1,platinum,6,1,0,1
75758,46,male,0,silver,5,0,0,0
75759,17,female,0,silver,7,1,1,0
75760,42,unknown,1,gold,4,0,1,1
75761,19,female,1,gold,8,1,0,1
75762,69,female,1,base,8,1,0,0
75763,65,female,1,gold,4,1,1,0
75764,32,male,1,base,9,1,1,1
75765,64,male,1,base,8,1,1,1
75766,23,female,1,silver,6,0,0,0
75767,27,unknown,0,base,7,0,1,0
75768,50,female,0,gold,2,0,1,0
75769,45,male,0,platinum,7,0,1,0
75770,25,male,1,gold,10,1,0,0
75771,17,male,0,gold,5,0,0,0
75772,44,unknown,1,silver,4,1,0,0
75773,45,female,0,silver,10,0,0,0
75774,37,female,1,platinum,8,1,0,0
75775,58,unknown,0,base,3,0,0,0
75776,16,male,1,gold,5,1,0,0
75777,37,unknown,0,gold,4,1,1,0
75778,46,unknown,0,silver,9,1,0,0
75779,47,unknown,1,base,9,1,0,0
75780,63,male,0,silver,3,0,1,1
75781,62,male,1,silver,5,0,1,0
75782,25,male,0,silver,4,0,0,1
75783,52,male,0,gold,1,0,1,0
75784,29,female,0,platinum,4,1,1,1
75785,56,male,1,base,1,1,1,1
75786,54,unknown,0,base,11,1,1,0
75787,19,female,0,gold,10,1,0,0
75788,54,male,0,base,7,0,0,0
75789,50,unknown,1,gold,3,1,1,1
75790,39,male,0,base,2,1,0,1
75791,45,unknown,1,base,3,1,1,1
75792,69,female,1,gold,6,1,1,1
75793,41,male,0,gold,4,0,0,0
75794,43,male,1,silver,8,1,0,0
75795,61,female,0,silver,3,1,1,0
75796,39,female,1,platinum,11,0,1,1
75797,57,unknown,0,gold,8,1,1,0
75798,29,female,0,platinum,2,1,0,0
75799,60,male,1,gold,6,1,0,1
75800,68,female,0,gold,7,1,1,0
75801,12,unknown,0,gold,11,0,0,1
75802,14,female,1,platinum,6,1,0,0
75803,37,unknown,1,gold,9,1,1,1
75804,63,unknown,0,base,10,0,1,1
75805,53,unknown,1,base,8,1,0,0
75806,72,male,1,base,3,0,0,0
75807,69,male,0,gold,6,1,1,0
75808,20,female,1,platinum,5,1,0,0
75809,63,female,1,base,9,0,1,0
75810,57,male,1,silver,6,0,0,0
75811,70,female,1,base,5,1,1,1
75812,38,female,1,silver,4,1,0,1
75813,36,unknown,1,base,1,1,1,0
75814,24,unknown,0,base,10,1,1,0
75815,41,unknown,1,platinum,4,0,0,1
75816,17,female,1,gold,1,0,1,0
75817,41,male,1,base,10,1,0,0
75818,71,female,0,platinum,2,0,1,1
75819,56,male,0,platinum,10,1,1,1
75820,16,unknown,0,silver,10,0,1,0
75821,22,unknown,1,base,1,1,1,0
75822,45,female,0,platinum,2,0,1,1
75823,61,unknown,0,base,8,0,1,0
75824,65,male,0,platinum,1,0,0,1
75825,63,unknown,0,gold,11,1,1,0
75826,30,female,1,gold,5,0,1,0
75827,50,male,0,silver,11,1,0,1
75828,49,unknown,1,silver,3,1,1,1
75829,38,male,1,silver,2,1,1,0
75830,74,female,1,gold,7,1,1,1
75831,69,female,1,base,6,0,0,0
75832,39,female,1,platinum,8,1,1,1
75833,64,male,1,gold,9,1,1,0
75834,44,unknown,0,platinum,8,1,0,1
75835,14,female,0,silver,11,0,0,0
75836,32,female,1,base,7,0,1,1
75837,66,unknown,1,base,3,1,1,1
75838,32,female,1,gold,2,1,1,0
75839,73,female,1,gold,9,0,1,1
75840,54,unknown,0,gold,1,0,0,1
75841,54,unknown,0,gold,3,1,1,1
75842,54,male,0,platinum,3,1,1,1
75843,38,female,0,base,4,0,1,1
75844,55,female,0,platinum,5,0,0,0
75845,40,female,0,platinum,3,1,0,0
75846,20,unknown,0,platinum,2,1,1,1
75847,54,unknown,1,silver,4,1,0,1
75848,52,unknown,1,silver,1,1,1,0
75849,63,unknown,1,gold,1,1,1,1
75850,17,male,0,silver,2,1,0,0
75851,54,unknown,1,gold,6,0,1,0
75852,16,unknown,1,base,2,1,0,1
75853,53,female,0,platinum,7,0,0,1
75854,54,female,0,silver,11,1,1,0
75855,44,unknown,1,gold,7,0,0,0
75856,58,male,0,base,7,0,0,0
75857,45,female,1,silver,10,0,1,0
75858,14,unknown,1,gold,11,0,0,0
75859,19,male,1,silver,1,1,1,1
75860,47,male,1,silver,11,0,0,0
75861,51,male,1,base,8,0,1,0
75862,66,male,0,platinum,5,1,1,1
75863,55,female,1,gold,2,1,1,1
75864,50,unknown,1,base,11,0,1,0
75865,37,male,1,silver,5,0,0,0
75866,27,female,1,silver,9,1,0,0
75867,40,male,1,platinum,8,1,0,1
75868,21,male,1,platinum,5,0,1,0
75869,67,unknown,0,platinum,9,0,0,0
75870,18,female,0,platinum,4,0,0,1
75871,74,female,1,gold,5,1,0,0
75872,12,unknown,0,gold,8,0,1,0
75873,71,female,0,gold,9,1,0,1
75874,60,unknown,1,base,10,1,0,0
75875,62,female,0,gold,7,0,0,0
75876,15,unknown,1,gold,7,0,0,0
75877,66,female,1,base,6,0,0,0
75878,20,male,1,platinum,3,0,1,0
75879,62,male,0,silver,9,0,1,0
75880,68,unknown,0,platinum,1,1,0,0
75881,45,unknown,1,base,6,0,0,1
75882,55,female,1,base,11,1,1,0
75883,13,male,1,gold,2,1,1,0
75884,18,female,0,gold,9,0,0,1
75885,34,male,1,platinum,1,1,1,0
75886,42,female,1,silver,5,0,1,0
75887,17,male,1,gold,7,0,0,0
75888,29,male,1,platinum,8,0,0,0
75889,27,unknown,0,base,8,1,1,1
75890,24,female,1,base,3,1,1,0
75891,14,male,0,base,9,1,1,0
75892,34,unknown,1,base,6,0,1,1
75893,34,male,0,base,11,0,0,0
75894,38,female,0,gold,1,0,1,1
75895,72,male,1,base,5,0,0,1
75896,34,unknown,1,base,11,0,0,0
75897,60,male,1,gold,11,1,0,0
75898,35,unknown,1,base,9,0,1,0
75899,71,unknown,1,silver,5,0,0,0
75900,14,male,1,silver,7,1,1,0
75901,25,female,1,gold,7,0,1,0
75902,15,female,0,silver,10,0,1,1
75903,74,unknown,1,silver,2,0,1,0
75904,22,female,0,gold,6,1,1,0
75905,66,female,1,platinum,2,0,0,0
75906,21,female,0,base,1,1,0,0
75907,16,female,1,gold,3,0,0,0
75908,13,male,1,gold,7,0,1,1
75909,43,female,1,gold,7,1,0,0
75910,63,female,0,silver,7,0,0,1
75911,14,male,1,base,8,0,0,0
75912,47,male,0,gold,8,1,1,1
75913,32,unknown,1,base,4,1,1,1
75914,36,male,1,base,5,0,1,1
75915,53,female,1,platinum,1,1,0,1
75916,72,unknown,1,base,4,0,1,1
75917,13,male,0,base,8,0,0,0
75918,45,male,0,silver,4,1,1,0
75919,16,unknown,0,silver,8,0,0,1
75920,62,unknown,0,base,10,0,0,1
75921,57,female,0,base,3,1,0,1
75922,49,male,1,silver,1,0,0,0
75923,59,female,1,silver,2,1,1,1
75924,13,male,0,platinum,2,0,1,1
75925,51,unknown,0,base,9,1,1,0
75926,44,female,0,base,4,0,1,1
75927,43,male,1,base,10,0,1,1
75928,58,unknown,1,platinum,4,1,1,0
75929,53,female,1,platinum,10,0,1,1
75930,29,unknown,0,silver,7,1,0,1
75931,14,female,0,silver,1,0,0,0
75932,28,unknown,0,gold,3,0,0,1
75933,48,female,1,gold,2,0,1,0
75934,61,unknown,1,platinum,2,0,1,0
75935,36,female,1,base,2,1,0,1
75936,57,male,1,silver,8,1,1,0
75937,17,male,0,silver,11,0,0,1
75938,28,female,0,silver,10,0,0,1
75939,66,female,0,gold,5,0,1,1
75940,23,unknown,0,base,10,1,0,0
75941,25,male,0,silver,8,1,0,0
75942,28,unknown,1,base,1,0,0,0
75943,18,male,1,gold,2,0,0,0
75944,63,female,0,silver,10,0,1,0
75945,70,unknown,1,silver,10,0,1,1
75946,57,unknown,1,silver,7,0,0,1
75947,51,female,0,platinum,9,0,1,1
75948,60,male,0,platinum,8,1,0,0
75949,33,unknown,1,gold,10,0,0,0
75950,37,unknown,1,platinum,4,0,0,1
75951,14,unknown,0,base,11,1,1,0
75952,63,female,1,platinum,11,1,0,1
75953,29,male,1,silver,11,0,1,1
